"x"
-4.96605909210409
-7.4084803019947
-7.9443556295724
-8.24482670488377
-8.44629704715924
-8.59773993199219
-8.70874463463855
-8.78476788715923
-8.82996100411937
-8.84156567486827
-8.81521708685895
-8.75108657055371
-8.65370582614264
-8.52993899646414
-8.38918714895782
-8.24412260100773
-8.10900526646632
-7.99578011955968
-7.91064726294159
-7.85324180297749
-7.81837702603038
-7.79879359705335
-7.78738622816654
-7.77831277570818
-7.76722931120539
-7.75115576574914
-7.72829179749337
-7.6978362947336
-7.65975186335023
-7.61446224941039
-7.5625554613662
-7.50458791667163
-7.44103194092345
-7.3723317750767
-7.29898869645349
-7.22160471000606
-7.14085828870137
-7.05743084220397
-6.97192457919003
-6.88480747031808
-6.79640110338365
-6.70690765577546
-6.6164617363377
-6.52519128938172
-6.43327397519512
-6.34097706236046
-6.24866948486416
-6.15679720938277
-6.06582034974314
-5.9761224367549
-5.88791489260601
-5.80116699120433
-5.71558855140525
-5.6306785133004
-5.54583152418937
-5.46047426527439
-5.37419133800969
-5.28680199355855
-5.1983637694089
-5.10910222297358
-5.01928948462221
-4.92911035295274
-4.83855798698327
-4.74739121201699
-4.65516576326001
-4.56132906358951
-4.4653495452371
-4.36684249086241
-4.26565699205673
-4.16190134400416
-4.05590259775688
-3.94811438678118
-3.83900035708228
-3.7289253338045
-3.61808217749519
-3.50647106331253
-3.39393329318894
-3.28022786812039
-3.1651293860661
-3.04852237331762
-2.93047006683231
-2.81124348688941
-2.69130689290805
-2.5712656626118
-2.45178999824552
-2.33353131535536
-2.21704750608647
-2.10274927805238
-1.99087387712147
-1.88148632214517
-1.77450319936838
-1.66973096050226
-1.56690979875506
-1.46575524286212
-1.36599194047834
-1.26737689587515
-1.16971196669666
-1.07284723372047
-0.976677757113877
-0.881136311060117
-0.786184209232064
