"x"
-4.73801032547757
-7.26441250780588
-7.69828823779001
-7.9622480535303
-8.16355356690029
-8.31596921584378
-8.41782851551353
-8.49318417209361
-8.5558974539741
-8.58864067125633
-8.57107142755859
-8.5002763967575
-8.37921925593592
-8.20235359423233
-7.96268067885843
-7.67069594577161
-7.36210561611118
-7.08536268192398
-6.879459859745
-6.75835768200623
-6.71040033293199
-6.70954360636409
-6.72926729064417
-6.7515320714963
-6.76844756204633
-6.77891425196422
-6.78409077529612
-6.78446394645258
-6.77923373728692
-6.76717527267572
-6.74770196419348
-6.72128878736419
-6.68913019942498
-6.65241341545303
-6.61170251506768
-6.56674024346213
-6.51668635403868
-6.46059863479133
-6.39790024352342
-6.32864435439376
-6.25351445728389
-6.17361510332707
-6.09017120497935
-6.00425663346976
-5.91663213359179
-5.82771548174521
-5.73765732262287
-5.64646839899824
-5.55414110682058
-5.4607250843713
-5.36634291808289
-5.27115743669909
-5.17531835575103
-5.07891938650018
-4.98198817023803
-4.88451513918003
-4.78651015008543
-4.68806367862963
-4.58938643584516
-4.49080806506349
-4.39272940161335
-4.29553873731997
-4.19951526121092
-4.10474825255071
-4.0110970820013
-3.91820587830949
-3.82557138363601
-3.73264767802276
-3.63896137330309
-3.54420825064683
-3.44830759218505
-3.35140187234333
-3.25380370221823
-3.15590509238129
-3.05807287982366
-2.96055658002583
-2.86343075819557
-2.7665847059924
-2.66976035403498
-2.57262794817989
-2.47488071700018
-2.37632625719376
-2.27695410589398
-2.17696516440655
-2.07675756832191
-1.97687309716065
-1.87791619241049
-1.78046253986874
-1.68497520984705
-1.59174365675693
-1.50085533800721
-1.41220269678075
-1.32552129976573
-1.2404493964754
-1.15659601412162
-1.07360429791364
-0.991198947597873
-0.90921060223485
-0.827574899007178
-0.746308600684625
-0.665468684591807
