Start,End,Value
0.0,1.0,0.003403936608756486
0.0,2.0,0.0033923498243200534
0.0,3.0,0.0036063552288726737
0.0,4.0,0.0035932604348649978
0.0,5.0,0.00392304348654315
0.0,6.0,0.003907434758110846
0.0,7.0,0.004217860252412784
0.0,8.0,0.004199672944197404
0.0,9.0,0.004575528967205459
0.0,10.0,0.0045539405847018575
0.0,11.0,0.0049576528510509405
0.0,12.0,0.004932067132980174
0.0,13.0,0.005399564918584507
0.0,14.0,0.005368898914767597
0.0,15.0,0.005897453683564977
0.0,16.0,0.005860452483604076
0.0,17.0,0.006472315948847563
0.0,18.0,0.006427185159520639
0.0,19.0,0.00713256374440447
0.0,20.0,0.007076983221354856
0.0,21.0,0.007894502463310794
0.0,22.0,0.007825339144188662
0.0,23.0,0.008769759571138302
0.0,24.0,0.008682894563213599
0.0,25.0,0.00977161378575526
0.0,26.0,0.009661599674190655
0.0,27.0,0.010910443029711983
0.0,28.0,0.010770150324241268
0.0,29.0,0.012195035992988565
0.0,30.0,0.012015166407700352
0.0,31.0,0.01362982592567482
0.0,32.0,0.01339836442119064
0.0,33.0,0.015213255325821119
0.0,34.0,0.014914841110081135
0.0,35.0,0.016933932177549012
0.0,36.0,0.016549253709464598
0.0,37.0,0.018766406766351953
0.0,38.0,0.01827175074395456
0.0,39.0,0.020666059049141074
0.0,40.0,0.02003327094150285
0.0,41.0,0.022564741288407204
0.0,42.0,0.02176192662491901
0.0,43.0,0.024368524122289358
0.0,44.0,0.023361872803190624
0.0,45.0,0.02595968992044174
0.0,46.0,0.02471671387727499
0.0,47.0,0.02720453702367567
0.0,48.0,0.025698748521911986
0.0,49.0,0.027967530103213296
0.0,50.0,0.026184132183038496
1.0,2.0,0.003403936608756486
1.0,3.0,0.003618672962243973
1.0,4.0,0.0036055334421428034
1.0,5.0,0.003936442888599934
1.0,6.0,0.003920780847572811
1.0,7.0,0.00423226661969759
1.0,8.0,0.004214017191585772
1.0,9.0,0.004591156974507533
1.0,10.0,0.0045694948555241
1.0,11.0,0.004974586026540089
1.0,12.0,0.0049489129188381555
1.0,13.0,0.005418007472566893
1.0,14.0,0.005387236727082953
1.0,15.0,0.005917596807975505
1.0,16.0,0.005880469228086225
1.0,17.0,0.006494422551523427
1.0,18.0,0.006449137615143734
1.0,19.0,0.007156925465000929
1.0,20.0,0.0071011551031750116
1.0,21.0,0.007921466633579878
1.0,22.0,0.007852067082786168
1.0,23.0,0.008799713237172872
1.0,24.0,0.008712551536343836
1.0,25.0,0.009804989347945199
1.0,26.0,0.00969459947625511
1.0,27.0,0.01094770833489512
1.0,28.0,0.010806936450854837
1.0,29.0,0.012236688906326773
1.0,30.0,0.012056204965143877
1.0,31.0,0.01367637945437481
1.0,32.0,0.013444127378547261
1.0,33.0,0.015265217157343617
1.0,34.0,0.014965783689059053
1.0,35.0,0.016991771089207176
1.0,36.0,0.01660577872759236
1.0,37.0,0.018830504610356503
1.0,38.0,0.018334159059166823
1.0,39.0,0.020736645275135905
1.0,40.0,0.020101695839870273
1.0,41.0,0.022641812583147583
1.0,42.0,0.02183625585562414
1.0,43.0,0.024451756350880514
1.0,44.0,0.023441666750813987
1.0,45.0,0.02604835687600995
1.0,46.0,0.024801135369899314
1.0,47.0,0.027297455832911228
1.0,48.0,0.025786524215702402
1.0,49.0,0.02806305496335661
1.0,50.0,0.026273565735287413
2.0,3.0,0.0036310327676092324
2.0,4.0,0.0036178483686497803
2.0,5.0,0.003949888057158185
2.0,6.0,0.003934172521443717
2.0,7.0,0.004246722192837006
2.0,8.0,0.004228410432654332
2.0,9.0,0.0046068383602526205
2.0,10.0,0.004585102252937767
2.0,11.0,0.0049915770383563785
2.0,12.0,0.00496581624253849
2.0,13.0,0.005436513018253708
2.0,14.0,0.005405637173350977
2.0,15.0,0.005937808732495841
2.0,16.0,0.005900554341019579
2.0,17.0,0.006516604660692753
2.0,18.0,0.006471165050761327
2.0,19.0,0.007181370394588107
2.0,20.0,0.007125409545579593
2.0,21.0,0.007948522901670413
2.0,22.0,0.007878886312340976
2.0,23.0,0.008829769211839925
2.0,24.0,0.00874230980473326
2.0,25.0,0.009838478906469408
2.0,26.0,0.009727711991221468
2.0,27.0,0.010985100922074656
2.0,28.0,0.010843848222800226
2.0,29.0,0.012278484087813315
2.0,30.0,0.01209738369236449
2.0,31.0,0.013723091989583486
2.0,32.0,0.013490046642166364
2.0,33.0,0.015317356467773643
2.0,34.0,0.015016900265623252
2.0,35.0,0.01704980755331014
2.0,36.0,0.016662496810478836
2.0,37.0,0.018894821384583402
2.0,38.0,0.018396780533909456
2.0,39.0,0.020807472592830337
2.0,40.0,0.020170354447786688
